# 
# Filename                   : 
# PhraseRecognitionModelGuid : 00000000-0000-0000-0000-000000000000
# Language                   : 0
# Language version           : 0
# 
# MediaFilename	Channel	Type	Phrase	Score	StartTimeCs	EndTimeCs
	0	T	NOT	100.0000	675703	675706
	0	T	YET	100.0000	676707	676710
	0	T	SET	100.0000	677711	677714
	0	T	UP	100.0000	678715	678717
	0	T	WE	100.0000	679719	679721
	0	T	CAN	100.0000	680722	680725
	0	T	REGISTER	100.0000	681726	681734
	0	T	YOUR	100.0000	682735	682739
	0	T	EMAIL	100.0000	683740	683745
	0	T	ADDRESS	100.0000	684746	684753
	0	T	AND	100.0000	685754	685757
	0	T	PHONE	100.0000	686758	686763
	0	T	NUMBER	100.0000	687764	687770
	0	T	TO	100.0000	688771	688773
	0	T	THIS	100.0000	689774	689778
	0	T	USERNAME	100.0000	690779	690787
	0	T	SO	100.0000	691788	691790
	0	T	THAT	100.0000	692791	692795
	0	T	WE	100.0000	693796	693798
	0	T	CAN	100.0000	694799	694802
	0	T	MAKE	100.0000	695803	695807
	0	T	THE	100.0000	696808	696811
	0	T	PROCESS	100.0000	697812	697819
	0	T	EASIER	100.0000	698820	698826
	0	T	FOR	100.0000	699827	699830
	0	T	YOU	100.0000	700831	700834
	0	T	TO	100.0000	701835	701837
	0	T	RESET	100.0000	702838	702843
	0	T	THE	100.0000	703844	703847
	0	T	PASSWORD	100.0000	704848	704856
	0	T	TO	100.0000	705705	705707
	0	T	FULLY	100.0000	706708	706713
	0	T	VERIFY	100.0000	707714	707720
	0	T	THE	100.0000	708721	708724
	0	T	ACCOUNT	100.0000	709725	709732
	0	T	WHAT	100.0000	710734	710738
	0	T	IS	100.0000	711739	711741
	0	T	THE	100.0000	712742	712745
	0	T	ACCOUNT	100.0000	713746	713753
	0	T	NUMBER	100.0000	714754	714760
	1	T	8771	100.0000	715715	715719
	1	T	40	100.0000	716720	716722
	1	T	029	100.0000	717723	717726
	1	T	089726	100.0000	718727	718733
	0	T	THAT	100.0000	719719	719723
	0	T	IS	100.0000	720724	720726
	0	T	THE	100.0000	721727	721730
	0	T	ACCOUNT	100.0000	722731	722738
	0	T	NUMBER	100.0000	723739	723745
	0	T	WHERE	100.0000	724746	724751
	0	T	THE	100.0000	725752	725755
	0	T	USERNAME	100.0000	726756	726764
	0	T	IS	100.0000	727765	727767
	0	T	REGISTERED	100.0000	728768	728778
	0	T	PLEASE	100.0000	729780	729786
	0	T	PROVIDE	100.0000	730787	730794
	0	T	IT	100.0000	731795	731797
	0	T	ONLY	100.0000	732798	732802
	1	T	I	100.0000	733733	733734
	1	T	DON'T	100.0000	734735	734740
	1	T	HAVE	100.0000	735741	735745
	1	T	THE	100.0000	736746	736749
	1	T	ACCOUNT	100.0000	737750	737757
	1	T	NUMBER	100.0000	738758	738764
	0	T	OH	100.0000	739739	739741
	0	T	DO	100.0000	740743	740745
	0	T	YOU	100.0000	741746	741749
	0	T	HAVE	100.0000	742750	742754
	0	T	THE	100.0000	743755	743758
	0	T	ACCOUNT	100.0000	744759	744766
	0	T	NUMBER	100.0000	745767	745773
	0	T	HANDY	100.0000	746774	746779
	1	T	8993	100.0000	747747	747751
	1	T	40	100.0000	748752	748754
	1	T	029	100.0000	749755	749758
	1	T	089726	100.0000	750759	750765
	0	T	GOT	100.0000	751751	751754
	0	T	IT	100.0000	752755	752757
	0	T	I	100.0000	753759	753760
	0	T	AM	100.0000	754761	754763
	0	T	NOW	100.0000	755764	755767
	0	T	WORKING	100.0000	756768	756775
	0	T	ON	100.0000	757776	757778
	0	T	THE	100.0000	758779	758782
	0	T	PROCESS	100.0000	759783	759790
	0	T	PLEASE	100.0000	760792	760798
	0	T	ALLOW	100.0000	761799	761804
	0	T	ME	100.0000	762805	762807
	0	T	ANOTHER	100.0000	763808	763815
	0	T	MINUTE	100.0000	764816	764822
	0	T	OR	100.0000	765823	765825
	0	T	TWO	100.0000	766826	766829
	0	T	THANK	100.0000	767767	767772
	0	T	YOU	100.0000	768773	768776
	0	T	FOR	100.0000	769777	769780
	0	T	PATIENTLY	100.0000	770781	770790
	0	T	WAITING	100.0000	771791	771798
	0	T	GREAT	100.0000	772772	772777
	0	T	NEWS	100.0000	773778	773782
	0	T	USERNAME	100.0000	774784	774792
	0	T	REGISTERED	100.0000	775793	775803
	0	T	ON	100.0000	776804	776806
	0	T	THE	100.0000	777807	777810
	0	T	ACCOUNT	100.0000	778811	778818
	0	T	HAS	100.0000	779819	779822
	0	T	NOW	100.0000	780823	780826
	0	T	BEEN	100.0000	781827	781831
	0	T	SENT	100.0000	782832	782836
	0	T	TO	100.0000	783837	783839
	0	T	YOUR	100.0000	784840	784844
	0	T	EMAIL	100.0000	785845	785850
	0	T	PLEASE	100.0000	786786	786792
	0	T	TRY	100.0000	787793	787796
	0	T	TO	100.0000	788797	788799
	0	T	ACCESS	100.0000	789800	789806
	0	T	YOUR	100.0000	790807	790811
	0	T	ACCOUNT	100.0000	791812	791819
	0	T	NOW	100.0000	792820	792823
	0	T	AND	100.0000	793824	793827
	0	T	CHECK	100.0000	794828	794833
	0	T	IF	100.0000	795834	795836
	0	T	IT	100.0000	796837	796839
	0	T	IS	100.0000	797840	797842
	0	T	WORKING	100.0000	798843	798850
	0	T	NOW	100.0000	799851	799854
	1	T	SO	100.0000	800800	800802
	1	T	I	100.0000	801804	801805
	1	T	AM	100.0000	802806	802808
	1	T	ON	100.0000	803809	803811
	1	T	MY	100.0000	804812	804814
	1	T	ACCOUNT	100.0000	805815	805822
	1	T	NOW	100.0000	806823	806826
	1	T	AND	100.0000	807827	807830
	1	T	I	100.0000	808831	808832
	1	T	NEED	100.0000	809833	809837
	1	T	TO	100.0000	810838	810840
	1	T	DON'THING	100.0000	811841	811850
	1	T	ISNT	100.0000	812852	812856
	1	T	IT	100.0000	813857	813859
	1	T	WILL	100.0000	814861	814865
	1	T	I	100.0000	815866	815867
	1	T	HAVE	100.0000	816868	816872
	1	T	TO	100.0000	817873	817875
	1	T	USE	100.0000	818876	818879
	1	T	THE	100.0000	819880	819883
	1	T	SAME	100.0000	820884	820888
	1	T	USERNAME	100.0000	821889	821897
	1	T	AS	100.0000	822898	822900
	1	T	I	100.0000	823901	823902
	1	T	HAD	100.0000	824903	824906
	1	T	BEFORE	100.0000	825907	825913
	1	T	FOR	100.0000	826914	826917
	1	T	A	100.0000	827918	827919
	1	T	DIFFERENT	100.0000	828920	828929
	1	T	EMAIL	100.0000	829930	829935
	0	T	YES	100.0000	830830	830833
	0	T	YOU	100.0000	831835	831838
	0	T	HAVE	100.0000	832839	832843
	0	T	TO	100.0000	833844	833846
	0	T	USE	100.0000	834847	834850
	0	T	YOUR	100.0000	835851	835855
	0	T	AMERICA	100.0000	836856	836863
	0	T	PHONE	100.0000	837864	837869
	0	T	SERVICE	100.0000	838870	838877
	0	T	USERNAME	100.0000	839878	839886
	0	T	AND	100.0000	840887	840890
	0	T	THE	100.0000	841891	841894
	0	T	NAME	100.0000	842895	842899
	0	T	OF	100.0000	843900	843902
	0	T	YOUR	100.0000	844903	844907
	0	T	ACCOUNT	100.0000	845908	845915
	0	T	ONLINE	100.0000	846916	846922
	1	T	OK	100.0000	847847	847849
	1	T	SO	100.0000	848850	848852
	1	T	ONCE	100.0000	849853	849857
	1	T	I	100.0000	850858	850859
	1	T	AM	100.0000	851860	851862
	1	T	DONE	100.0000	852863	852867
	1	T	WITH	100.0000	853868	853872
	1	T	THIS	100.0000	854873	854877
	1	T	I	100.0000	855879	855880
	1	T	WILL	100.0000	856881	856885
	1	T	HAVE	100.0000	857886	857890
	1	T	TO	100.0000	858891	858893
	1	T	START	100.0000	859894	859899
	1	T	ALL	100.0000	860900	860903
	1	T	OVER	100.0000	861904	861908
	1	T	AGAIN	100.0000	862909	862914
	0	T	YES	100.0000	863863	863866
	0	T	THAT	100.0000	864868	864872
	0	T	WILL	100.0000	865873	865877
	0	T	BE	100.0000	866878	866880
	0	T	GREAT	100.0000	867881	867886
	0	T	AS	100.0000	868868	868870
	0	T	FOR	100.0000	869871	869874
	0	T	THE	100.0000	870875	870878
	0	T	LOGINS	100.0000	871879	871885
	0	T	OF	100.0000	872886	872888
	0	T	THE	100.0000	873889	873892
	0	T	ACCOUNT	100.0000	874893	874900
	0	T	WE	100.0000	875902	875904
	0	T	DO	100.0000	876905	876907
	0	T	HAVE	100.0000	877908	877912
	0	T	A	100.0000	878913	878914
	0	T	DEDICATED	100.0000	879915	879924
	0	T	TEAM	100.0000	880925	880929
	0	T	THAT	100.0000	881930	881934
	0	T	CAN	100.0000	882935	882938
	0	T	ASSIST	100.0000	883939	883945
	0	T	YOU	100.0000	884946	884949
	0	T	ON	100.0000	885950	885952
	0	T	THIS	100.0000	886953	886957
	0	T	NO	100.0000	887887	887889
	0	T	NEED	100.0000	888890	888894
	0	T	TO	100.0000	889895	889897
	0	T	YOU	100.0000	890898	890901
	0	T	TO	100.0000	891902	891904
	0	T	REPEAT	100.0000	892905	892911
	0	T	YOURSELF	100.0000	893912	893920
	0	T	JUST	100.0000	894922	894926
	0	T	TO	100.0000	895927	895929
	0	T	SET	100.0000	896930	896933
	0	T	PROPER	100.0000	897934	897940
	0	T	EXPECTATIONS	100.0000	898941	898953
	0	T	YOU	100.0000	899955	899958
	0	T	HAVE	100.0000	900959	900963
	0	T	REACHED	100.0000	901964	901971
	0	T	THE	100.0000	902972	902975
	0	T	RIGHT	100.0000	903976	903981
	0	T	DEPARTMENT	100.0000	904982	904992
	0	T	THAT	100.0000	905993	905997
	0	T	CAN	100.0000	906998	907001
	0	T	HELP	100.0000	908002	908006
	0	T	YOU	100.0000	909007	909010
	0	T	ON	100.0000	910011	910013
	0	T	THIS	100.0000	911014	911018
	0	T	AS	100.0000	912020	912022
	0	T	FOR	100.0000	913023	913026
	0	T	THE	100.0000	914027	914030
	0	T	PASSWORD	100.0000	915031	915039
	0	T	I	100.0000	916041	916042
	0	T	CAN	100.0000	917043	917046
	0	T	HAVE	100.0000	918047	918051
	0	T	THEM	100.0000	919052	919056
	0	T	ASSIGNED	100.0000	920057	920065
	0	T	SHALL	100.0000	920920	920925
	0	T	WE	100.0000	921926	921928
	0	T	GO	100.0000	922929	922931
	0	T	AHEAD	100.0000	923932	923937
	0	T	AND	100.0000	924938	924941
	0	T	CALL	100.0000	925942	925946
	0	T	THEM	100.0000	926947	926951
	0	T	AT	100.0000	927952	927954
	0	T	THIS	100.0000	928955	928959
	0	T	NUMBER	100.0000	929960	929966
	0	T	1	100.0000	930969	930970
	0	T	888	100.0000	931971	931974
	0	T	565	100.0000	932975	932978
	0	T	4329	100.0000	933979	933983
	1	T	THATS	100.0000	934934	934939
	1	T	OK	100.0000	935940	935942
	0	T	PLEASE	100.0000	936936	936942
	0	T	CONFIRM	100.0000	937943	937950
	0	T	THE	100.0000	938951	938954
	0	T	LAST	100.0000	939955	939959
	0	T	4	100.0000	940960	940961
	0	T	DIGIT	100.0000	941962	941967
	0	T	OF	100.0000	942968	942970
	0	T	THE	100.0000	943971	943974
	0	T	PRIMARY	100.0000	944975	944982
	0	T	ACCOUNT	100.0000	945983	945990
	0	T	HOLDER'S	100.0000	946991	946999
	0	T	SOCIAL	100.0000	948000	948006
	0	T	SECURITY	100.0000	949007	949015
	0	T	NUMBER	100.0000	950016	950022
	0	T	AND	100.0000	950950	950953
	0	T	I	100.0000	951954	951955
	0	T	WILL	100.0000	952956	952960
	0	T	THEN	100.0000	953961	953965
	0	T	REFER	100.0000	954966	954971
	0	T	THE	100.0000	955972	955975
	0	T	ACCOUNT	100.0000	956976	956983
	0	T	HOLDER'S	100.0000	957984	957992
	0	T	NAME	100.0000	958993	958997
	0	T	ON	100.0000	959998	960000
	0	T	THE	100.0000	961001	961004
	0	T	ACCOUNT	100.0000	962005	962012
	0	T	AND	100.0000	963013	963016
	0	T	HER	100.0000	964017	964020
	0	T	TO	100.0000	965021	965023
	0	T	THEM	100.0000	966024	966028
	0	T	BY	100.0000	967029	967031
	0	T	PROVIDING	100.0000	968032	968041
	0	T	THAT	100.0000	969042	969046
	0	T	YOU	100.0000	970047	970050
	0	T	WILL	100.0000	971051	971055
	0	T	BE	100.0000	972056	972058
	0	T	ASSISTED	100.0000	973059	973067
	0	T	RIGHT	100.0000	974068	974073
	0	T	AWAY	100.0000	975074	975078
	1	T	ACCOUNT	100.0000	975975	975982
	1	T	NUMBER	100.0000	976983	976989
	0	T	THANK	100.0000	977977	977982
	0	T	YOU	100.0000	978983	978986
	0	T	CAN	100.0000	979987	979990
	0	T	NOW	100.0000	980991	980994
	0	T	FOR	100.0000	981995	981998
	0	T	THE	100.0000	982999	983002
	0	T	BEST	100.0000	984003	984007
	0	T	TO	100.0000	985008	985010
	0	T	MY	100.0000	986011	986013
	0	T	ACCOUNT	100.0000	987014	987021
	1	T	SURE	100.0000	987987	987991
	0	T	LET	100.0000	988988	988991
	0	T	ME	100.0000	989992	989994
	0	T	TO	100.0000	990995	990997
	0	T	CONNECT	100.0000	991998	992005
	0	T	THIS	100.0000	993006	993010
	0	T	IS	100.0000	994011	994013
	0	T	DONE	100.0000	995014	995018
	0	T	I	100.0000	996020	996021
	0	T	APPRECIATE	100.0000	997022	997032
	0	T	YOUR	100.0000	998033	998037
	0	T	ASSISTANCE	100.0000	999038	999048
	0	T	AND	100.0000	1000050	1000053
	0	T	THANK	100.0000	1001054	1001059
	0	T	YOU	100.0000	1002060	1002063
	0	T	FOR	100.0000	1003064	1003067
	0	T	BEING	100.0000	1004068	1004073
	0	T	A	100.0000	1005074	1005075
	0	T	PHONE	100.0000	1006076	1006081
	0	T	NUMBER	100.0000	1007082	1007088
	0	T	IN	100.0000	1008089	1008091
	0	T	RESOLVING	100.0000	1009092	1009101
	0	T	YOUR	100.0000	1010102	1010106
	0	T	COOPERATION	100.0000	1011107	1011118
	0	T	AND	100.0000	1012119	1012122
	0	T	HAVE	100.0000	1013123	1013127
	0	T	THE	100.0000	1014128	1014131
	0	T	ACCOUNT	100.0000	1015132	1015139
	0	T	NUMBER	100.0000	1016140	1016146
	0	T	THANK	100.0000	1017016	1017021
	0	T	YOU	100.0000	1018022	1018025
	0	T	HAVE	100.0000	1019026	1019030
	0	T	A	100.0000	1020031	1020032
	0	T	GREAT	100.0000	1021033	1021038
	0	T	CHAT	100.0000	1022039	1022043
	0	T	CONVERSATION	100.0000	1023044	1023056
	0	T	BY	100.0000	1024057	1024059
	0	T	THE	100.0000	1025060	1025063
	0	T	NUMBER	100.0000	1026064	1026070
	0	T	THANKS	100.0000	1027026	1027032
	0	T	I	100.0000	1028037	1028038
	0	T	NEED	100.0000	1029039	1029043
	0	T	TO	100.0000	1030044	1030046
	0	T	CALL	100.0000	1031047	1031051
	0	T	THANK	100.0000	1032053	1032058
	0	T	YOU	100.0000	1033059	1033062
	0	T	WILL	100.0000	1034063	1034067
	0	T	HAVE	100.0000	1035068	1035072
	0	T	A	100.0000	1036073	1036074
	0	T	CHANCE	100.0000	1037075	1037081
	0	T	TO	100.0000	1038082	1038084
	0	T	MAKE	100.0000	1039085	1039089
	0	T	SURE	100.0000	1040090	1040094
	0	T	I	100.0000	1041096	1041097
	0	T	JUST	100.0000	1042098	1042102
	0	T	PRESS	100.0000	1043103	1043108
	0	T	9161167	100.0000	1044109	1044116
	1	T	ANYTHING	100.0000	1045044	1045052
	1	T	FOR	100.0000	1046053	1046056
	1	T	YOUR	100.0000	1047057	1047061
	1	T	TIME	100.0000	1048062	1048066
	1	T	HAPPY	100.0000	1049068	1049073
	1	T	TO	100.0000	1050074	1050076
	1	T	CALL	100.0000	1051077	1051081
	1	T	TO	100.0000	1052082	1052084
	1	T	CALL	100.0000	1053085	1053089
	1	T	THE	100.0000	1054090	1054093
	1	T	NUMBER	100.0000	1055094	1055100
	1	T	FOR	100.0000	1056101	1056104
	1	T	ME	100.0000	1057105	1057107
	0	T	THANK	100.0000	1058057	1058062
	0	T	YOU	100.0000	1059063	1059066
	0	T	THANK	100.0000	1060068	1060073
	0	T	YOU	100.0000	1061074	1061077
	1	T	TAKE	100.0000	1062061	1062065
	1	T	CARE	100.0000	1063066	1063070
	0	T	TAKE	100.0000	1064063	1064067
	0	T	IT	100.0000	1065068	1065070
	0	T	THANK	100.0000	1066065	1066070
	0	T	YOU	100.0000	1067071	1067074
	1	T	HAVE	100.0000	1068067	1068071
	1	T	A	100.0000	1069072	1069073
	1	T	SEC	100.0000	1070074	1070077
	1	T	PERFECT	100.0000	1071070	1071077
	1	T	HAVE	100.0000	1072071	1072075
	1	T	A	100.0000	1073076	1073077
	1	T	GREAT	100.0000	1074078	1074083
	0	T	HAPPY	100.0000	1075074	1075079
	0	T	THANKSGIVING	100.0000	1076080	1076092
	0	T	HAPPY	100.0000	1077076	1077081
	0	T	THANKSGIVING	100.0000	1078082	1078094
	0	T	TAKE	100.0000	1079078	1079082
	0	T	CARE	100.0000	1080083	1080087
	1	T	SMILE	100.0000	1081083	1081088
	0	T	HAVE	100.0000	1082081	1082085
	0	T	A	100.0000	1083086	1083087
	0	T	REMINDER	100.0000	1084088	1084096
	0	T	HAVE	100.0000	1085084	1085088
	0	T	A	100.0000	1086089	1086090
	0	T	GREAT	100.0000	1087091	1087096
	0	T	AND	100.0000	1088087	1088090
	0	T	IT	100.0000	1089091	1089093
	1	T	😃	100.0000	1090089	1090091
	0	T	OR	100.0000	1091090	1091092
	0	T	HAVE	100.0000	1092093	1092097
	0	T	A	100.0000	1093098	1093099
	0	T	NICE	100.0000	1094100	1094104
	0	T	CHATTING	100.0000	1095105	1095113
	1	T	HAPPY	100.0000	1096095	1096100
	1	T	THANKSGIVING	100.0000	1097101	1097113
	1	T	TOMORROW	100.0000	1098114	1098122
	0	T	IF	100.0000	1099098	1099100
	0	T	YOU	100.0000	1100101	1100104
	0	T	ENJOY	100.0000	1101105	1101110
	0	T	YOUR	100.0000	1102111	1102115
	0	T	TIME	100.0000	1103116	1103120
	1	T	HAPPY	100.0000	1104103	1104108
	1	T	THANKSGIVING	100.0000	1105109	1105121
	1	T	IN	100.0000	1106122	1106124
	1	T	CASE	100.0000	1107125	1107129
	1	T	ID	100.0000	1108130	1108132
	1	T	😄	100.0000	1109133	1109135
	0	T	😃	100.0000	1110109	1110111
	1	T	😄	100.0000	1111110	1111112
	0	T	HAVE	100.0000	1112111	1112115
	0	T	A	100.0000	1113116	1113117
	0	T	HAPPY	100.0000	1114118	1114123
	0	T	TO	100.0000	1115124	1115126
	0	T	TAKE	100.0000	1116127	1116131
	0	T	CARE	100.0000	1117132	1117136
	1	T	HAVE	100.0000	1118117	1118121
	1	T	A	100.0000	1119122	1119123
	1	T	SURVEY	100.0000	1120124	1120130
	1	T	AND	100.0000	1121120	1121123
	1	T	GOOD	100.0000	1122124	1122128
	1	T	BYE	100.0000	1123129	1123132
	1	T	FOR	100.0000	1124133	1124136
	0	T	BYE	100.0000	1125124	1125127
	0	T	BYE	100.0000	1126125	1126128
